dataset,series,scope,mask,K,L,panel_start,model_A,model_B,windows,missing_snapshots,ambiguous_windows,independent_lower,independent_upper,joint_lower,joint_upper,reachable_states,seconds,truth_delta,truth_covered,independent_width,joint_width,width_reduction,relative_width_reduction,independent_winner,joint_winner,new_strict_decision
beijing,Changping,fixed_panel,natural,24,3,7074,logistic,hist_gradient_boosting,145,0,0,-0.036289744116559976,-0.036289744116559976,-0.03628974411655995,-0.03628974411655995,64,0.0001044000091496855,,,0.0,0.0,0.0,0.0,A,A,False
beijing,Changping,fixed_panel,natural,24,3,7242,constant,logistic,145,1,0,-0.01924376861058325,-0.01924376861058325,-0.01924376861058322,-0.01924376861058322,64,0.00010600000678095967,,,0.0,0.0,0.0,0.0,A,A,False
beijing,Changping,fixed_panel,natural,24,3,7242,constant,hist_gradient_boosting,145,1,0,0.0026686937209006445,0.0026686937209006445,0.0026686937209006445,0.0026686937209006445,64,0.00011330000415910035,,,0.0,0.0,0.0,0.0,B,B,False
beijing,Changping,fixed_panel,natural,24,3,7242,logistic,hist_gradient_boosting,145,1,0,0.02191246233148392,0.02191246233148392,0.02191246233148391,0.02191246233148391,64,0.00010940000356640667,,,0.0,0.0,0.0,0.0,B,B,False
beijing,Changping,fixed_panel,natural,24,3,7410,constant,logistic,145,3,0,0.10497240486783438,0.10497240486783438,0.10497240486783443,0.10497240486783443,64,0.00012100000458303839,,,0.0,0.0,0.0,0.0,B,B,False
beijing,Changping,fixed_panel,natural,24,3,7410,constant,hist_gradient_boosting,145,3,0,0.07318743758294782,0.07318743758294782,0.07318743758294775,0.07318743758294775,64,9.460000728722662e-05,,,0.0,0.0,0.0,0.0,B,B,False
beijing,Changping,fixed_panel,natural,24,3,7410,logistic,hist_gradient_boosting,145,3,0,-0.03178496728488654,-0.03178496728488654,-0.03178496728488655,-0.03178496728488655,64,0.0001016000023810193,,,0.0,0.0,0.0,0.0,A,A,False
beijing,Changping,fixed_panel,natural,24,3,7578,constant,logistic,145,4,0,0.018942333217364035,0.018942333217364035,0.01894233321736401,0.01894233321736401,64,9.890001092571765e-05,,,0.0,0.0,0.0,0.0,B,B,False
beijing,Changping,fixed_panel,natural,24,3,7578,constant,hist_gradient_boosting,145,4,0,0.032338132568919827,0.032338132568919827,0.032338132568919875,0.032338132568919875,64,0.00010059999476652592,,,0.0,0.0,0.0,0.0,B,B,False
beijing,Changping,fixed_panel,natural,24,3,7578,logistic,hist_gradient_boosting,145,4,0,0.013395799351555777,0.013395799351555777,0.013395799351555776,0.013395799351555776,64,9.560000034980476e-05,,,0.0,0.0,0.0,0.0,B,B,False
beijing,Changping,fixed_panel,natural,24,3,7746,constant,logistic,145,3,0,0.06672777589507634,0.06672777589507634,0.06672777589507636,0.06672777589507636,64,9.770000178832561e-05,,,0.0,0.0,0.0,0.0,B,B,False
beijing,Changping,fixed_panel,natural,24,3,7746,constant,hist_gradient_boosting,145,3,0,0.06463566924816415,0.06463566924816415,0.06463566924816415,0.06463566924816415,64,9.369998588226736e-05,,,0.0,0.0,0.0,0.0,B,B,False
beijing,Changping,fixed_panel,natural,24,3,7746,logistic,hist_gradient_boosting,145,3,0,-0.002092106646912239,-0.002092106646912239,-0.002092106646912257,-0.002092106646912257,64,9.90999978967011e-05,,,0.0,0.0,0.0,0.0,A,A,False
beijing,Changping,fixed_panel,natural,24,3,7914,constant,logistic,145,7,23,-0.11602377603007621,-0.00957537110654998,-0.11602377603007619,-0.013464324456387976,64,9.719999798107892e-05,,,0.10644840492352624,0.1025594515736882,0.003888953349838034,0.0365336930377858,A,A,False
beijing,Changping,fixed_panel,natural,24,3,7914,constant,hist_gradient_boosting,145,7,23,-0.06509245440157517,0.01592230315940308,-0.06509245440157517,0.012416374669331718,64,0.00016920000780373812,,,0.08101475756097826,0.07750882907090689,0.003505928490071364,0.04327518338165141,UNRESOLVED,UNRESOLVED,False
