stage,model,seed,horizon,status,target_scope,postprocess,scored_values,rmse,mae
DEV_EVAL,NATIVE,cached,3,AVAILABLE,terminal_H,raw,3850,0.10810513789861254,0.0541634501208582
DEV_EVAL,NATIVE,cached,3,AVAILABLE,path_1_to_H,raw,11550,0.10785652026129472,0.05142333254606192
DEV_EVAL,NATIVE,cached,3,AVAILABLE,terminal_H,clip_0_1,3850,0.10809850828918682,0.054069191283582674
DEV_EVAL,NATIVE,cached,3,AVAILABLE,path_1_to_H,clip_0_1,11550,0.10784551376242232,0.05132710722814822
DEV_EVAL,NATIVE,cached,12,AVAILABLE,terminal_H,raw,3850,0.11527541180984963,0.06651178743025482
DEV_EVAL,NATIVE,cached,12,AVAILABLE,path_1_to_H,raw,46200,0.11394747712176027,0.05928244603855079
DEV_EVAL,NATIVE,cached,12,AVAILABLE,terminal_H,clip_0_1,3850,0.11527517909786224,0.06650954440317733
DEV_EVAL,NATIVE,cached,12,AVAILABLE,path_1_to_H,clip_0_1,46200,0.11394193518666669,0.05922485594192819
DEV_EVAL,NATIVE,cached,6,NOT_AVAILABLE,terminal_H,raw,0,,
DEV_EVAL,NATIVE,cached,6,NOT_AVAILABLE,path_1_to_H,raw,0,,
DEV_EVAL,NATIVE,cached,6,NOT_AVAILABLE,terminal_H,clip_0_1,0,,
DEV_EVAL,NATIVE,cached,6,NOT_AVAILABLE,path_1_to_H,clip_0_1,0,,
DEV_EVAL,NATIVE,cached,9,NOT_AVAILABLE,terminal_H,raw,0,,
DEV_EVAL,NATIVE,cached,9,NOT_AVAILABLE,path_1_to_H,raw,0,,
DEV_EVAL,NATIVE,cached,9,NOT_AVAILABLE,terminal_H,clip_0_1,0,,
DEV_EVAL,NATIVE,cached,9,NOT_AVAILABLE,path_1_to_H,clip_0_1,0,,
