epoch,stage,model,seed,horizon,status,target_scope,postprocess,scored_values,rmse,mae
20,SELECT,OD_PRODUCT,20260914,3,AVAILABLE,path_1_to_H,raw,11550,0.06482465151157463,0.03679334250615613
20,SELECT,OD_PRODUCT,20260914,3,AVAILABLE,terminal_H,clip_0_1,3850,0.07106684433050076,0.04145062337254271
20,SELECT,OD_PRODUCT,20260914,3,AVAILABLE,path_1_to_H,clip_0_1,11550,0.06478940124018183,0.03674032058767705
20,SELECT,OD_PRODUCT,20260914,6,AVAILABLE,terminal_H,raw,3850,0.07567881979316918,0.04724904215318549
20,SELECT,OD_PRODUCT,20260914,6,AVAILABLE,path_1_to_H,raw,23100,0.06948556238994998,0.041191395398989736
20,SELECT,OD_PRODUCT,20260914,6,AVAILABLE,terminal_H,clip_0_1,3850,0.0756675187891928,0.04720402944621215
20,SELECT,OD_PRODUCT,20260914,6,AVAILABLE,path_1_to_H,clip_0_1,23100,0.06946380815672872,0.04114675193749378
20,SELECT,OD_PRODUCT,20260914,9,AVAILABLE,terminal_H,raw,3850,0.08506398200839206,0.05747885406066762
20,SELECT,OD_PRODUCT,20260914,9,AVAILABLE,path_1_to_H,raw,34650,0.07391567070832704,0.04506200077177313
20,SELECT,OD_PRODUCT,20260914,9,AVAILABLE,terminal_H,clip_0_1,3850,0.08506006169569354,0.057470223521420984
20,SELECT,OD_PRODUCT,20260914,9,AVAILABLE,path_1_to_H,clip_0_1,34650,0.07389786854205997,0.04502169459728611
20,SELECT,OD_PRODUCT,20260914,12,AVAILABLE,terminal_H,raw,3850,0.09109061765829145,0.05964621051563471
20,SELECT,OD_PRODUCT,20260914,12,AVAILABLE,path_1_to_H,raw,46200,0.07796726103983158,0.04858468085014332
20,SELECT,OD_PRODUCT,20260914,12,AVAILABLE,terminal_H,clip_0_1,3850,0.09108289232283481,0.05962805665061667
20,SELECT,OD_PRODUCT,20260914,12,AVAILABLE,path_1_to_H,clip_0_1,46200,0.07795221508485613,0.04855079364896763
40,SELECT,OD_PRODUCT,20260914,3,AVAILABLE,terminal_H,raw,3850,0.07104415159586559,0.04136435688717695
40,SELECT,OD_PRODUCT,20260914,3,AVAILABLE,path_1_to_H,raw,11550,0.06478652722286285,0.036704973656439564
40,SELECT,OD_PRODUCT,20260914,3,AVAILABLE,terminal_H,clip_0_1,3850,0.07102911829270814,0.04133333663939477
40,SELECT,OD_PRODUCT,20260914,3,AVAILABLE,path_1_to_H,clip_0_1,11550,0.06474667714410923,0.036644289255034074
40,SELECT,OD_PRODUCT,20260914,6,AVAILABLE,terminal_H,raw,3850,0.07560809810398796,0.04691674363191928
40,SELECT,OD_PRODUCT,20260914,6,AVAILABLE,path_1_to_H,raw,23100,0.06936393874223641,0.04095810238430562
40,SELECT,OD_PRODUCT,20260914,6,AVAILABLE,terminal_H,clip_0_1,3850,0.07559741006802773,0.04687432414636946
40,SELECT,OD_PRODUCT,20260914,6,AVAILABLE,path_1_to_H,clip_0_1,23100,0.06933983563881083,0.0409093130002418
40,SELECT,OD_PRODUCT,20260914,9,AVAILABLE,terminal_H,raw,3850,0.08475624285279995,0.05673068225617716
40,SELECT,OD_PRODUCT,20260914,9,AVAILABLE,path_1_to_H,raw,34650,0.07379602951373171,0.04479463505312082
40,SELECT,OD_PRODUCT,20260914,9,AVAILABLE,terminal_H,clip_0_1,3850,0.08475304117759787,0.05671829392509321
40,SELECT,OD_PRODUCT,20260914,9,AVAILABLE,path_1_to_H,clip_0_1,34650,0.07377612608780942,0.04474926022258109
40,SELECT,OD_PRODUCT,20260914,12,AVAILABLE,terminal_H,raw,3850,0.09118937894451963,0.05942618550370799
40,SELECT,OD_PRODUCT,20260914,12,AVAILABLE,path_1_to_H,raw,46200,0.07787135629555311,0.048293194634838325
40,SELECT,OD_PRODUCT,20260914,12,AVAILABLE,terminal_H,clip_0_1,3850,0.09117329206676232,0.05939588709896423
40,SELECT,OD_PRODUCT,20260914,12,AVAILABLE,path_1_to_H,clip_0_1,46200,0.07785334584476342,0.048253294681734935
0,SELECT,OD_SEPARABLE,20260913,3,AVAILABLE,terminal_H,raw,3850,0.0715574909183269,0.041504047151979244
0,SELECT,OD_SEPARABLE,20260913,3,AVAILABLE,path_1_to_H,raw,11550,0.06533001779708271,0.036699402746601786
0,SELECT,OD_SEPARABLE,20260913,3,AVAILABLE,terminal_H,clip_0_1,3850,0.07155532535344221,0.041488150614960834
0,SELECT,OD_SEPARABLE,20260913,3,AVAILABLE,path_1_to_H,clip_0_1,11550,0.06530269670120245,0.036659928979940214
