phase,dataset,series,K,scope,mask,origin_start,model_A,model_B,endpoint,Gamma,core_size,size_lower_bound,kind,window_indices
AP1,beijing,Wanshouxigong,72,origin_week,natural,17328,constant,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Wanshouxigong,72,origin_week,natural,17328,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,beijing,Wanshouxigong,72,origin_week,natural,17328,logistic,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,annual,natural,282636,constant,logistic,lower,0.3081071326535022,2,2,BINARY_IMPLICATION,21262;21248
AP1,household,household,60,annual,natural,282636,constant,logistic,upper,0.3081071325657423,2,2,BINARY_IMPLICATION,21268;21262
AP1,household,household,60,annual,natural,282636,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,annual,natural,282636,constant,hist_gradient_boosting,upper,0.1716098225214606,2,2,BINARY_IMPLICATION,21203;21192
AP1,household,household,60,annual,natural,282636,logistic,hist_gradient_boosting,lower,1.228376966200794,2,2,BINARY_IMPLICATION,21114;21116
AP1,household,household,60,annual,natural,282636,logistic,hist_gradient_boosting,upper,1.2616052513471725,2,2,BINARY_IMPLICATION,21116;21118
AP1,household,household,60,artificial,blocks_10,667919,constant,logistic,lower,42.50225569429457,2,2,BINARY_IMPLICATION,282;296
AP1,household,household,60,artificial,blocks_10,667919,constant,logistic,upper,117.3987402217536,2,2,BINARY_IMPLICATION,296;292
AP1,household,household,60,artificial,blocks_10,667919,constant,hist_gradient_boosting,lower,16.85950535184285,2,2,BINARY_IMPLICATION,560;551
AP1,household,household,60,artificial,blocks_10,667919,constant,hist_gradient_boosting,upper,15.254694450285694,2,2,BINARY_IMPLICATION,548;560
AP1,household,household,60,artificial,blocks_10,667919,logistic,hist_gradient_boosting,lower,72.83450882414897,2,2,BINARY_IMPLICATION,338;292
AP1,household,household,60,artificial,blocks_10,667919,logistic,hist_gradient_boosting,upper,10.329053491836882,2,2,BINARY_IMPLICATION,548;560
AP1,household,household,60,artificial,iid_10,667919,constant,logistic,lower,0.0464126438672017,2,2,BINARY_IMPLICATION,1374;1370
AP1,household,household,60,artificial,iid_10,667919,constant,logistic,upper,0.2113635609334195,2,2,BINARY_IMPLICATION,1370;1374
AP1,household,household,60,artificial,iid_10,667919,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,artificial,iid_10,667919,constant,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,artificial,iid_10,667919,logistic,hist_gradient_boosting,lower,6.630807607734088,2,2,BINARY_IMPLICATION,342;358
AP1,household,household,60,artificial,iid_10,667919,logistic,hist_gradient_boosting,upper,6.630807607733794,2,2,BINARY_IMPLICATION,358;342
AP1,household,household,60,artificial,iid_30,667919,constant,logistic,lower,78.5998259359656,2,2,BINARY_IMPLICATION,477;475
AP1,household,household,60,artificial,iid_30,667919,constant,logistic,upper,97.96286551793672,2,2,BINARY_IMPLICATION,473;477
AP1,household,household,60,artificial,iid_30,667919,constant,hist_gradient_boosting,lower,9.838426269825227,2,2,BINARY_IMPLICATION,503;489
AP1,household,household,60,artificial,iid_30,667919,constant,hist_gradient_boosting,upper,22.183571936921968,2,2,BINARY_IMPLICATION,473;503
AP1,household,household,60,artificial,iid_30,667919,logistic,hist_gradient_boosting,lower,86.31945451473871,2,2,BINARY_IMPLICATION,342;369
AP1,household,household,60,artificial,iid_30,667919,logistic,hist_gradient_boosting,upper,72.67899055323207,2,2,BINARY_IMPLICATION,369;342
AP1,household,household,60,origin_week,natural,282636,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,282636,constant,logistic,upper,6.994405055138486e-14,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,282636,constant,hist_gradient_boosting,lower,9.092726571680032e-13,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,282636,constant,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,282636,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,282636,logistic,hist_gradient_boosting,upper,1.7486012637846216e-14,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,292716,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,292716,constant,logistic,upper,6.994405055138486e-14,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,292716,constant,hist_gradient_boosting,lower,1.0491607582707729e-13,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,292716,constant,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,292716,logistic,hist_gradient_boosting,lower,1.5300261058115442e-14,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,292716,logistic,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,302796,constant,logistic,lower,0.3081071326189705,2,2,BINARY_IMPLICATION,1102;1088
AP1,household,household,60,origin_week,natural,302796,constant,logistic,upper,0.3081071326188656,2,2,BINARY_IMPLICATION,1108;1102
AP1,household,household,60,origin_week,natural,302796,constant,hist_gradient_boosting,lower,6.994405055138486e-14,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,302796,constant,hist_gradient_boosting,upper,0.1716098220237893,2,2,BINARY_IMPLICATION,1043;1032
AP1,household,household,60,origin_week,natural,302796,logistic,hist_gradient_boosting,lower,1.2283769661655266,2,2,BINARY_IMPLICATION,954;956
AP1,household,household,60,origin_week,natural,302796,logistic,hist_gradient_boosting,upper,1.2616052513727407,2,2,BINARY_IMPLICATION,956;958
AP1,household,household,60,origin_week,natural,312876,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,312876,constant,logistic,upper,2.7977620220553945e-13,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,312876,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,312876,constant,hist_gradient_boosting,upper,2.0983215165415459e-13,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,312876,logistic,hist_gradient_boosting,lower,6.010816844259638e-14,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,312876,logistic,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,322956,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,322956,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,322956,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,322956,constant,hist_gradient_boosting,upper,2.7977620220553945e-13,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,322956,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,322956,logistic,hist_gradient_boosting,upper,5.2458037913538647e-14,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,333036,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,333036,constant,logistic,upper,6.994405055138486e-14,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,333036,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,333036,constant,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,333036,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,333036,logistic,hist_gradient_boosting,upper,5.4643789493269416e-15,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,343116,constant,logistic,lower,1.3988810110276972e-13,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,343116,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,343116,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,343116,constant,hist_gradient_boosting,upper,1.3988810110276972e-13,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,343116,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,343116,logistic,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,353196,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,353196,constant,logistic,upper,2.0983215165415459e-13,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,353196,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,353196,constant,hist_gradient_boosting,upper,6.994405055138486e-13,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,353196,logistic,hist_gradient_boosting,lower,3.0600522116230883e-14,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,353196,logistic,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,363276,constant,logistic,lower,2.0983215165415459e-13,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,363276,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,363276,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,363276,constant,hist_gradient_boosting,upper,2.1682655670929307e-12,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,363276,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,363276,logistic,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,373356,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,373356,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,373356,constant,hist_gradient_boosting,lower,2.3081536681957004e-12,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,373356,constant,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,373356,logistic,hist_gradient_boosting,lower,1.3988810110276972e-13,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,373356,logistic,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,383436,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,383436,constant,logistic,upper,2.0983215165415459e-13,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,383436,constant,hist_gradient_boosting,lower,2.6578739209526248e-12,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,383436,constant,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,383436,logistic,hist_gradient_boosting,lower,5.68295410730002e-14,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,383436,logistic,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,393516,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,393516,constant,logistic,upper,4.89608353859694e-13,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,393516,constant,hist_gradient_boosting,lower,1.1890488593735429e-12,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,393516,constant,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,393516,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,393516,logistic,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,403596,constant,logistic,lower,4.196643033083092e-13,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,403596,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,403596,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,403596,constant,hist_gradient_boosting,upper,5.735412145213559e-12,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,403596,logistic,hist_gradient_boosting,lower,8.743006318923109e-14,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,403596,logistic,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,413676,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,413676,constant,logistic,upper,3.497202527569243e-13,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,413676,constant,hist_gradient_boosting,lower,2.028377465990161e-12,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,413676,constant,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,413676,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,413676,logistic,hist_gradient_boosting,upper,2.84147705365001e-14,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,423756,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,423756,constant,logistic,upper,6.994405055138486e-13,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,423756,constant,hist_gradient_boosting,lower,2.238209617644316e-12,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,423756,constant,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,423756,logistic,hist_gradient_boosting,lower,1.7486012637846218e-13,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,423756,logistic,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,433836,constant,logistic,lower,6.994405055138486e-14,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,433836,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,433836,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,433836,constant,hist_gradient_boosting,upper,4.056754931980322e-12,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,433836,logistic,hist_gradient_boosting,lower,4.152928001488476e-14,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,433836,logistic,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,443916,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,443916,constant,logistic,upper,2.517985819849855e-12,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,443916,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,443916,constant,hist_gradient_boosting,upper,1.1051159987118808e-11,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,443916,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,443916,logistic,hist_gradient_boosting,upper,1.136590821460004e-13,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,453996,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,453996,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,453996,constant,hist_gradient_boosting,lower,6.994405055138486e-14,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,453996,constant,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,453996,logistic,hist_gradient_boosting,lower,6.120104423246175e-14,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,453996,logistic,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,464076,constant,logistic,lower,1.1191048088221578e-12,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,464076,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,464076,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,464076,constant,hist_gradient_boosting,upper,2.7977620220553945e-13,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,464076,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,464076,logistic,hist_gradient_boosting,upper,2.557329348285009e-13,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,474156,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,474156,constant,logistic,upper,2.7977620220553945e-13,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,474156,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,474156,constant,hist_gradient_boosting,upper,9.79216707719388e-13,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,474156,logistic,hist_gradient_boosting,lower,1.5737411374061596e-13,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,474156,logistic,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,484236,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,484236,constant,logistic,upper,1.3988810110276972e-12,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,484236,constant,hist_gradient_boosting,lower,6.994405055138486e-13,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,484236,constant,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,484236,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,484236,logistic,hist_gradient_boosting,upper,1.5737411374061596e-13,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,494316,constant,logistic,lower,1.1191048088221578e-12,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,494316,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,494316,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,494316,constant,hist_gradient_boosting,upper,2.517985819849855e-12,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,494316,logistic,hist_gradient_boosting,lower,9.617306950815421e-14,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,494316,logistic,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,504396,constant,logistic,lower,4.196643033083092e-13,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,504396,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,504396,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,504396,constant,hist_gradient_boosting,upper,5.17585974080248e-12,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,504396,logistic,hist_gradient_boosting,lower,6.557254739192331e-15,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,504396,logistic,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,514476,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,514476,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,514476,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,514476,constant,hist_gradient_boosting,upper,5.735412145213559e-12,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,514476,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,514476,logistic,hist_gradient_boosting,upper,1.4863110742169286e-13,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,524556,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,524556,constant,logistic,upper,5.595524044110789e-13,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,524556,constant,hist_gradient_boosting,lower,8.253397965063414e-12,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,524556,constant,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,524556,logistic,hist_gradient_boosting,lower,4.3715031594615545e-14,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,524556,logistic,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,534636,constant,logistic,lower,4.196643033083092e-13,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,534636,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,534636,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,534636,constant,hist_gradient_boosting,upper,4.196643033083092e-13,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,534636,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,534636,logistic,hist_gradient_boosting,upper,5.68295410730002e-14,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,544716,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,544716,constant,logistic,upper,4.336531134185861e-12,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,544716,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,544716,constant,hist_gradient_boosting,upper,9.51239087498834e-12,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,544716,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,544716,logistic,hist_gradient_boosting,upper,7.212980213111565e-14,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,554796,constant,logistic,lower,2.7977620220553945e-12,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,554796,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,554796,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,554796,constant,hist_gradient_boosting,upper,1.0911271886016038e-11,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,554796,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,554796,logistic,hist_gradient_boosting,upper,1.224020884649235e-13,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,564876,constant,logistic,lower,6.994405055138486e-13,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,564876,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,564876,constant,hist_gradient_boosting,lower,1.1610712391529887e-11,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,564876,constant,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,564876,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,564876,logistic,hist_gradient_boosting,upper,1.5737411374061596e-13,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,574956,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,574956,constant,logistic,upper,1.1191048088221578e-12,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,574956,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,574956,constant,hist_gradient_boosting,upper,9.792167077193879e-12,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,574956,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,574956,logistic,hist_gradient_boosting,upper,3.125624759015011e-13,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,585036,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,585036,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,585036,constant,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,585036,constant,hist_gradient_boosting,upper,4.336531134185861e-12,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,585036,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,585036,logistic,hist_gradient_boosting,upper,2.6229018956769323e-14,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,595116,constant,logistic,lower,4.056754931980322e-12,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,595116,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,595116,constant,hist_gradient_boosting,lower,6.015188347419098e-12,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,595116,constant,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,595116,logistic,hist_gradient_boosting,lower,8.743006318923109e-14,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,595116,logistic,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,605196,constant,logistic,lower,2.098321516541546e-12,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,605196,constant,logistic,upper,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,605196,constant,hist_gradient_boosting,lower,8.393286066166183e-12,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,605196,constant,hist_gradient_boosting,upper,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,605196,logistic,hist_gradient_boosting,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,605196,logistic,hist_gradient_boosting,upper,5.245803791353866e-13,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,615276,constant,logistic,lower,0.0,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,615276,constant,logistic,upper,1.538769112130467e-12,0,0,NUMERIC_ZERO,
AP1,household,household,60,origin_week,natural,615276,constant,hist_gradient_boosting,lower,5.455635943008019e-12,0,0,NUMERIC_ZERO,
