T,K,L,layout,missing_rate,specialized_state_kernel_seconds,generic_dfa_same_kernel_seconds,generic_rd_edge_kernel_seconds,suffix_kernel_seconds,suffix_status,generic_status,generic_bound_error,rolling_extrema_bytes,graph_array_bytes,specialized_construct_seconds,generic_construct_seconds,specialized_cold_graph_warm_kernel_seconds,generic_cold_graph_warm_kernel_seconds
2048,72,36,iid30,0.30859375,0.000912799994694,0.0009105000062845,0.0050740000006044,,NOT_RUN_K_GT_16,COMPLETE,0.0,22496,11951,0.001171299998532,0.234332500011078,0.002084099993226,0.2352430000173625
2048,72,36,blocks30,0.25146484375,0.0009112999978242,0.0008990000060293,0.0049506999930599,,NOT_RUN_K_GT_16,COMPLETE,0.0,22496,11951,0.001171299998532,0.234332500011078,0.0020825999963562,0.2352315000171073
2048,72,36,natural_power,0.0,0.0008703000057721,0.0008645999914733,0.0044625000009546,,NOT_RUN_K_GT_16,COMPLETE,0.0,22496,11951,0.001171299998532,0.234332500011078,0.0020416000043041,0.2351971000025513
32768,72,36,iid30,0.2994384765625,0.0145996000064769,0.0147228000132599,0.0825123000104213,,NOT_RUN_K_GT_16,COMPLETE,0.0,22496,11951,0.001171299998532,0.234332500011078,0.0157709000050089,0.2490553000243379
32768,72,36,blocks30,0.26043701171875,0.0144569999974919,0.0150695000047562,0.0810926999984076,,NOT_RUN_K_GT_16,COMPLETE,0.0,22496,11951,0.001171299998532,0.234332500011078,0.0156282999960239,0.2494020000158342
32768,72,36,natural_power,0.003997802734375,0.0138298999954713,0.0136410999984946,0.0741297999920789,,NOT_RUN_K_GT_16,COMPLETE,0.0,22496,11951,0.001171299998532,0.234332500011078,0.0150011999940033,0.2479736000095726
2048,72,72,iid30,0.3037109375,0.0002512999926693,0.0002363000094192,0.0006988000095589,,NOT_RUN_K_GT_16,COMPLETE,0.0,2336,1241,8.860000525601208e-05,0.0014090000040596,0.0003398999979253121,0.0016453000134788
2048,72,72,blocks30,0.27734375,0.0002530999918235,0.0002459999959683,0.0006940000021131,,NOT_RUN_K_GT_16,COMPLETE,0.0,2336,1241,8.860000525601208e-05,0.0014090000040596,0.0003416999970795121,0.0016550000000279
2048,72,72,natural_power,0.0,0.0002211000100942,0.0002146000042557,0.0006372000061674,,NOT_RUN_K_GT_16,COMPLETE,0.0,2336,1241,8.860000525601208e-05,0.0014090000040596,0.0003097000153502121,0.0016236000083153
32768,72,72,iid30,0.2994384765625,0.0039630999963264,0.0038359000027412,0.0109503999992739,,NOT_RUN_K_GT_16,COMPLETE,0.0,2336,1241,8.860000525601208e-05,0.0014090000040596,0.004051700001582412,0.0052449000068008
32768,72,72,blocks30,0.25836181640625,0.0039356999914161,0.0037876999995205,0.0107198000041535,,NOT_RUN_K_GT_16,COMPLETE,0.0,2336,1241,8.860000525601208e-05,0.0014090000040596,0.004024299996672112,0.0051967000035801
32768,72,72,natural_power,0.003997802734375,0.0034220999950775,0.0032962999976007,0.009762599991518,,NOT_RUN_K_GT_16,COMPLETE,0.0,2336,1241,8.860000525601208e-05,0.0014090000040596,0.003510700000333512,0.0047053000016602994
2048,180,1,iid30,0.28857421875,0.000367799992091,0.0003633000014815,0.0015200000052573,,NOT_RUN_K_GT_16,COMPLETE,0.0,5792,3077,0.0001750999945215,0.3927022999996552,0.0005428999866124999,0.3930656000011367
2048,180,1,blocks30,0.25830078125,0.0004025999951409,0.0003984000068157,0.0015136000001803,,NOT_RUN_K_GT_16,COMPLETE,0.0,5792,3077,0.0001750999945215,0.3927022999996552,0.0005776999896624,0.3931007000064709
2048,180,1,natural_power,0.0,0.0003404000017326,0.0003391000063857,0.0012615000014193,,NOT_RUN_K_GT_16,COMPLETE,0.0,5792,3077,0.0001750999945215,0.3927022999996552,0.0005154999962541,0.39304140000604093
32768,180,1,iid30,0.2979736328125,0.0059304000023985,0.0055279999942285,0.0234505999978864,,NOT_RUN_K_GT_16,COMPLETE,0.0,5792,3077,0.0001750999945215,0.3927022999996552,0.00610549999692,0.3982302999938837
32768,180,1,blocks30,0.254791259765625,0.0061690000002272,0.0068882999912602,0.0259220000007189,,NOT_RUN_K_GT_16,COMPLETE,0.0,5792,3077,0.0001750999945215,0.3927022999996552,0.0063440999947487,0.39959059999091545
32768,180,1,natural_power,0.003997802734375,0.0062725000025238,0.0053714999958174,0.0230523999925935,,NOT_RUN_K_GT_16,COMPLETE,0.0,5792,3077,0.0001750999945215,0.3927022999996552,0.0064475999970453,0.3980737999954726
2048,180,3,iid30,0.306640625,0.0010751999943749,0.0009233000018866,0.0041062999953283,,NOT_RUN_K_GT_16,COMPLETE,0.0,17024,9044,0.0006075999990571,1.2302966000133893,0.0016827999934319999,1.231219900015276
2048,180,3,blocks30,0.2626953125,0.0008749000116949,0.0008854000043356,0.0040673000039532,,NOT_RUN_K_GT_16,COMPLETE,0.0,17024,9044,0.0006075999990571,1.2302966000133893,0.0014825000107519999,1.231182000017725
2048,180,3,natural_power,0.0,0.0007295999967027,0.000729899998987,0.0037080999900354,,NOT_RUN_K_GT_16,COMPLETE,0.0,17024,9044,0.0006075999990571,1.2302966000133893,0.0013371999957598,1.2310265000123763
32768,180,3,iid30,0.30224609375,0.0157800000015413,0.01514240000688,0.065737099997932,,NOT_RUN_K_GT_16,COMPLETE,0.0,17024,9044,0.0006075999990571,1.2302966000133893,0.016387600000598402,1.2454390000202693
32768,180,3,blocks30,0.2491455078125,0.030417000001762,0.0191076999908546,0.0819738999998662,,NOT_RUN_K_GT_16,COMPLETE,0.0,17024,9044,0.0006075999990571,1.2302966000133893,0.0310246000008191,1.2494043000042439
32768,180,3,natural_power,0.003997802734375,0.0147492999967653,0.0162891999934799,0.0937529999937396,,NOT_RUN_K_GT_16,COMPLETE,0.0,17024,9044,0.0006075999990571,1.2302966000133893,0.015356899995822399,1.2465858000068692
2048,180,5,iid30,0.30322265625,0.0019790999940596,0.0016489000117871,0.0077469999960158,,NOT_RUN_K_GT_16,COMPLETE,0.0,27872,14807,0.0013271000061649,2.6297629999899077,0.0033062000002245,2.631411900001695
2048,180,5,blocks30,0.2197265625,0.001567100000102,0.0015929999935906,0.006856299994979,,NOT_RUN_K_GT_16,COMPLETE,0.0,27872,14807,0.0013271000061649,2.6297629999899077,0.0028942000062669,2.6313559999834983
2048,180,5,natural_power,0.0,0.0011639000003924,0.0012119000020902,0.0064168999961111,,NOT_RUN_K_GT_16,COMPLETE,0.0,27872,14807,0.0013271000061649,2.6297629999899077,0.0024910000065573,2.630974899991998
32768,180,5,iid30,0.297821044921875,0.0258811999956378,0.0296594999963417,0.1349540000082925,,NOT_RUN_K_GT_16,COMPLETE,0.0,27872,14807,0.0013271000061649,2.6297629999899077,0.027208300001802698,2.6594224999862495
32768,180,5,blocks30,0.257781982421875,0.0245561999909114,0.0287979999993694,0.1219800999970175,,NOT_RUN_K_GT_16,COMPLETE,0.0,27872,14807,0.0013271000061649,2.6297629999899077,0.0258832999970763,2.658560999989277
32768,180,5,natural_power,0.003997802734375,0.0223813000047812,0.0185754999984055,0.1101898999913828,,NOT_RUN_K_GT_16,COMPLETE,0.0,27872,14807,0.0013271000061649,2.6297629999899077,0.0237084000109461,2.6483384999883133
2048,180,90,iid30,0.3076171875,0.0051164000033168,0.0052460000006249,0.0322060999897075,,NOT_RUN_K_GT_16,COMPLETE,0.0,133952,71162,0.0046683000109624,4.018747000009171,0.0097847000142792,4.023993000009796
2048,180,90,blocks30,0.2587890625,0.005187399990973,0.0052558000024873,0.031475900002988,,NOT_RUN_K_GT_16,COMPLETE,0.0,133952,71162,0.0046683000109624,4.018747000009171,0.0098557000019354,4.024002800011658
2048,180,90,natural_power,0.0,0.0051426999998511,0.0050475999887567,0.0284323000087169,,NOT_RUN_K_GT_16,COMPLETE,0.0,133952,71162,0.0046683000109624,4.018747000009171,0.0098110000108135,4.023794599997927
32768,180,90,iid30,0.296844482421875,0.0832959999970626,0.0843576000042958,0.5800679999956628,,NOT_RUN_K_GT_16,COMPLETE,0.0,133952,71162,0.0046683000109624,4.018747000009171,0.08796430000802499,4.1031046000134666
32768,180,90,blocks30,0.256866455078125,0.0818684000114444,0.0835813999874517,0.4996997999987798,,NOT_RUN_K_GT_16,COMPLETE,0.0,133952,71162,0.0046683000109624,4.018747000009171,0.08653670002240679,4.1023283999966225
32768,180,90,natural_power,0.003997802734375,0.0816488999989815,0.0805235000007087,0.4534171999985119,,NOT_RUN_K_GT_16,COMPLETE,0.0,133952,71162,0.0046683000109624,4.018747000009171,0.0863172000099439,4.0992705000098795
2048,180,180,iid30,0.2841796875,0.0003702999965753,0.0003597000031732,0.0014682000037282,,NOT_RUN_K_GT_16,COMPLETE,0.0,5792,3077,0.0002183000033255,0.0072883999964687,0.0005885999999008,0.0076480999996419
2048,180,180,blocks30,0.24609375,0.0003890000079991,0.0003823000006377,0.0014247999934013,,NOT_RUN_K_GT_16,COMPLETE,0.0,5792,3077,0.0002183000033255,0.0072883999964687,0.0006073000113246,0.0076706999971064005
2048,180,180,natural_power,0.0,0.0003321999975014,0.0003289999876869,0.0014062999980524,,NOT_RUN_K_GT_16,COMPLETE,0.0,5792,3077,0.0002183000033255,0.0072883999964687,0.0005505000008269,0.0076173999841556
32768,180,180,iid30,0.29888916015625,0.0057477999944239,0.0057366999972146,0.0234643000003416,,NOT_RUN_K_GT_16,COMPLETE,0.0,5792,3077,0.0002183000033255,0.0072883999964687,0.0059660999977493995,0.0130250999936833
32768,180,180,blocks30,0.263397216796875,0.0062615999922854,0.006196499991347,0.0232787999993888,,NOT_RUN_K_GT_16,COMPLETE,0.0,5792,3077,0.0002183000033255,0.0072883999964687,0.0064798999956109,0.0134848999878157
32768,180,180,natural_power,0.003997802734375,0.005265200001304,0.0051459999958751,0.0221134000021265,,NOT_RUN_K_GT_16,COMPLETE,0.0,5792,3077,0.0002183000033255,0.0072883999964687,0.0054835000046295,0.0124343999923438
