phase,dataset,series,K,L,scope,origin_start,N,comparison_id,endpoint,pairwise_pattern_feasible,pairwise_pattern_value,pairwise_reported_bound,witness_delta,absolute_pattern_DP_gap,equality_status,independent_conflict
AP1,beijing,Dongsi,24,3,origin_week,10776,168,AP1_beijing_Dongsi_K24_origin_week_10776_constant_hist_gradient_boosting,lower,True,0.14399441616122305,0.143994416161203,0.14399441616122305,0.0,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Dongsi,24,3,origin_week,10776,168,AP1_beijing_Dongsi_K24_origin_week_10776_constant_hist_gradient_boosting,upper,True,0.1602700440616677,0.1602700440616877,0.1602700440616677,0.0,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Dongsi,24,3,origin_week,10776,168,AP1_beijing_Dongsi_K24_origin_week_10776_logistic_hist_gradient_boosting,lower,True,0.006706330664767908,0.0067063306647479,0.006706330664767909,8.673617379884035e-19,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Dongsi,24,3,origin_week,10776,168,AP1_beijing_Dongsi_K24_origin_week_10776_logistic_hist_gradient_boosting,upper,True,0.012465423179869857,0.0124654231798898,0.012465423179869858,1.734723475976807e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Dongsi,24,3,origin_week,11448,168,AP1_beijing_Dongsi_K24_origin_week_11448_constant_logistic,lower,True,0.09435956384651176,0.0943595638464917,0.09435956384651177,1.3877787807814457e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,62;74
AP1,beijing,Dongsi,24,3,origin_week,11448,168,AP1_beijing_Dongsi_K24_origin_week_11448_constant_logistic,upper,True,0.11993460746320876,0.1199346074632287,0.11993460746320878,1.3877787807814457e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,74;62
AP1,beijing,Dongsi,24,3,origin_week,11448,168,AP1_beijing_Dongsi_K24_origin_week_11448_constant_hist_gradient_boosting,lower,True,0.0942528341473122,0.0942528341472921,0.09425283414731221,1.3877787807814457e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,62;74
AP1,beijing,Dongsi,24,3,origin_week,11448,168,AP1_beijing_Dongsi_K24_origin_week_11448_constant_hist_gradient_boosting,upper,True,0.12549907412416192,0.1254990741241819,0.12549907412416195,2.7755575615628914e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,74;62
AP1,beijing,Dongsi,24,3,origin_week,11448,168,AP1_beijing_Dongsi_K24_origin_week_11448_logistic_hist_gradient_boosting,lower,True,-0.00010672969919956516,-0.0001067296992195,-0.00010672969919956432,8.402566836762659e-19,REALIZABLE_LP_OPTIMUM_NUMERIC,62;73
AP1,beijing,Dongsi,24,3,origin_week,11448,168,AP1_beijing_Dongsi_K24_origin_week_11448_logistic_hist_gradient_boosting,upper,True,0.005564466660953173,0.0055644666609731,0.005564466660953173,0.0,REALIZABLE_LP_OPTIMUM_NUMERIC,73;62
AP1,beijing,Dongsi,24,3,origin_week,14976,168,AP1_beijing_Dongsi_K24_origin_week_14976_constant_logistic,lower,True,0.09856215306752165,0.0985621530675016,0.09856215306752165,0.0,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Dongsi,24,3,origin_week,14976,168,AP1_beijing_Dongsi_K24_origin_week_14976_constant_logistic,upper,True,0.10635850260754116,0.1063585026075611,0.10635850260754116,0.0,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Dongsi,24,3,origin_week,14976,168,AP1_beijing_Dongsi_K24_origin_week_14976_constant_hist_gradient_boosting,lower,True,0.09055424148334731,0.0905542414833273,0.09055424148334733,1.3877787807814457e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Dongsi,24,3,origin_week,14976,168,AP1_beijing_Dongsi_K24_origin_week_14976_constant_hist_gradient_boosting,upper,True,0.09752673814179462,0.0975267381418146,0.09752673814179462,0.0,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Dongsi,24,3,origin_week,14976,168,AP1_beijing_Dongsi_K24_origin_week_14976_logistic_hist_gradient_boosting,lower,True,-0.008831764465746537,-0.0088317644657665,-0.008831764465746543,5.204170427930421e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Dongsi,24,3,origin_week,14976,168,AP1_beijing_Dongsi_K24_origin_week_14976_logistic_hist_gradient_boosting,upper,True,-0.008007911584174323,-0.0080079115841543,-0.008007911584174326,3.469446951953614e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Dongsi,24,3,origin_week,15984,168,AP1_beijing_Dongsi_K24_origin_week_15984_constant_logistic,lower,True,0.0484799262813086,0.0484799262812886,0.04847992628130861,6.938893903907228e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Dongsi,24,3,origin_week,15984,168,AP1_beijing_Dongsi_K24_origin_week_15984_constant_logistic,upper,True,0.07566262016244377,0.0756626201624637,0.07566262016244378,1.3877787807814457e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Dongsi,24,3,origin_week,15984,168,AP1_beijing_Dongsi_K24_origin_week_15984_constant_hist_gradient_boosting,lower,True,0.029608141371951995,0.0296081413719319,0.029608141371952005,1.0408340855860843e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Dongsi,24,3,origin_week,15984,168,AP1_beijing_Dongsi_K24_origin_week_15984_constant_hist_gradient_boosting,upper,True,0.052385841379001784,0.0523858413790217,0.0523858413790018,1.3877787807814457e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Dongsi,24,3,origin_week,15984,168,AP1_beijing_Dongsi_K24_origin_week_15984_logistic_hist_gradient_boosting,lower,True,-0.023276778783441983,-0.0232767787834619,-0.023276778783441983,0.0,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Dongsi,24,3,origin_week,15984,168,AP1_beijing_Dongsi_K24_origin_week_15984_logistic_hist_gradient_boosting,upper,True,-0.018871784909356603,-0.0188717849093366,-0.018871784909356603,0.0,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Dongsi,24,3,origin_week,16152,168,AP1_beijing_Dongsi_K24_origin_week_16152_constant_logistic,lower,True,0.011465310045891167,0.0114653100458711,0.011465310045891181,1.3877787807814457e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Dongsi,24,3,origin_week,16152,168,AP1_beijing_Dongsi_K24_origin_week_16152_constant_logistic,upper,True,0.026825667640390648,0.0268256676404106,0.02682566764039066,1.3877787807814457e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Dongsi,24,3,origin_week,16152,168,AP1_beijing_Dongsi_K24_origin_week_16152_constant_hist_gradient_boosting,lower,True,-0.0028050416522138596,-0.0028050416522338,-0.002805041652213854,5.637851296924623e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Dongsi,24,3,origin_week,16152,168,AP1_beijing_Dongsi_K24_origin_week_16152_constant_hist_gradient_boosting,upper,True,0.01012989022818806,0.010129890228208,0.010129890228188065,5.204170427930421e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Dongsi,24,3,origin_week,16152,168,AP1_beijing_Dongsi_K24_origin_week_16152_logistic_hist_gradient_boosting,lower,True,-0.01669577741220259,-0.0166957774122225,-0.016695777412202593,3.469446951953614e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Dongsi,24,3,origin_week,16152,168,AP1_beijing_Dongsi_K24_origin_week_16152_logistic_hist_gradient_boosting,upper,True,-0.01427035169810503,-0.014270351698085,-0.014270351698105034,5.204170427930421e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Dongsi,24,3,origin_week,16488,168,AP1_beijing_Dongsi_K24_origin_week_16488_constant_logistic,lower,True,0.028569754675259563,0.0285697546752395,0.028569754675259577,1.3877787807814457e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Dongsi,24,3,origin_week,16488,168,AP1_beijing_Dongsi_K24_origin_week_16488_constant_logistic,upper,True,0.03225952413690474,0.0322595241369247,0.03225952413690475,6.938893903907228e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Dongsi,24,3,origin_week,16488,168,AP1_beijing_Dongsi_K24_origin_week_16488_constant_hist_gradient_boosting,lower,True,-0.030426328864670078,-0.03042632886469,-0.030426328864670074,3.469446951953614e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Dongsi,24,3,origin_week,16488,168,AP1_beijing_Dongsi_K24_origin_week_16488_constant_hist_gradient_boosting,upper,True,-0.01745225681539389,-0.0174522568153739,-0.01745225681539388,1.0408340855860843e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Dongsi,24,3,origin_week,16488,168,AP1_beijing_Dongsi_K24_origin_week_16488_logistic_hist_gradient_boosting,lower,True,-0.05899608353992965,-0.0589960835399496,-0.05899608353992965,0.0,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Dongsi,24,3,origin_week,16488,168,AP1_beijing_Dongsi_K24_origin_week_16488_logistic_hist_gradient_boosting,upper,True,-0.04971178095229863,-0.0497117809522786,-0.04971178095229863,0.0,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Dongsi,24,3,origin_week,16656,168,AP1_beijing_Dongsi_K24_origin_week_16656_constant_logistic,lower,True,0.08018557654734826,0.0801855765473282,0.08018557654734827,1.3877787807814457e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,96;97
AP1,beijing,Dongsi,24,3,origin_week,16656,168,AP1_beijing_Dongsi_K24_origin_week_16656_constant_logistic,upper,True,0.08764963758980661,0.0876496375898266,0.08764963758980661,0.0,REALIZABLE_LP_OPTIMUM_NUMERIC,97;96
AP1,beijing,Dongsi,24,3,origin_week,16656,168,AP1_beijing_Dongsi_K24_origin_week_16656_constant_hist_gradient_boosting,lower,True,0.10868974270724022,0.1086897427072202,0.1086897427072402,1.3877787807814457e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Dongsi,24,3,origin_week,16656,168,AP1_beijing_Dongsi_K24_origin_week_16656_constant_hist_gradient_boosting,upper,True,0.1162698708760943,0.1162698708761142,0.11626987087609429,1.3877787807814457e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Dongsi,24,3,origin_week,16656,168,AP1_beijing_Dongsi_K24_origin_week_16656_logistic_hist_gradient_boosting,lower,True,0.0275876023294855,0.0275876023294655,0.027587602329485497,3.469446951953614e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Dongsi,24,3,origin_week,16656,168,AP1_beijing_Dongsi_K24_origin_week_16656_logistic_hist_gradient_boosting,upper,True,0.02953679711669412,0.0295367971167141,0.029536797116694113,6.938893903907228e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Dongsi,72,3,annual,8760,8689,AP1_beijing_Dongsi_K72_annual_8760_constant_logistic,lower,True,0.003142565276656457,0.0031425652766364,0.0031425652766565075,5.074066167232161e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,1529;1527
AP1,beijing,Dongsi,72,3,annual,8760,8689,AP1_beijing_Dongsi_K72_annual_8760_constant_logistic,upper,True,0.003341216002270416,0.0033412160022904,0.003341216002270467,5.074066167232161e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,1527;1529
AP1,beijing,Dongsi,72,3,annual,8760,8689,AP1_beijing_Dongsi_K72_annual_8760_constant_hist_gradient_boosting,lower,True,0.0021110598183296542,0.0021110598183096,0.002111059818329704,4.9873299934333204e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,2709;2702
AP1,beijing,Dongsi,72,3,annual,8760,8689,AP1_beijing_Dongsi_K72_annual_8760_constant_hist_gradient_boosting,upper,True,0.002173809511627955,0.0021738095116479,0.0021738095116280052,5.0306980803327406e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,2702;2709
AP1,beijing,Dongsi,72,3,annual,8760,8689,AP1_beijing_Dongsi_K72_annual_8760_logistic_hist_gradient_boosting,lower,True,-0.0012192122881594233,-0.0012192122881794,-0.001219212288159424,6.505213034913027e-19,REALIZABLE_LP_OPTIMUM_NUMERIC,1527;1528
AP1,beijing,Dongsi,72,3,annual,8760,8689,AP1_beijing_Dongsi_K72_annual_8760_logistic_hist_gradient_boosting,upper,True,-0.0009796996608098405,-0.0009796996607898,-0.0009796996608098412,6.505213034913027e-19,REALIZABLE_LP_OPTIMUM_NUMERIC,1528;1527
AP1,beijing,Dongsi,72,3,origin_week,10272,168,AP1_beijing_Dongsi_K72_origin_week_10272_constant_logistic,lower,True,-0.004008842812955941,-0.0040088428129759,-0.004008842812955891,4.9439619065339e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,17;15
AP1,beijing,Dongsi,72,3,origin_week,10272,168,AP1_beijing_Dongsi_K72_origin_week_10272_constant_logistic,upper,True,-0.0034559773767144355,-0.0034559773766944,-0.003455977376714387,4.85722573273506e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,15;17
AP1,beijing,Dongsi,72,3,origin_week,10272,168,AP1_beijing_Dongsi_K72_origin_week_10272_constant_hist_gradient_boosting,lower,True,-0.0027125525104137803,-0.0027125525104337,-0.0027125525104137356,4.466912950640278e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Dongsi,72,3,origin_week,10272,168,AP1_beijing_Dongsi_K72_origin_week_10272_constant_hist_gradient_boosting,upper,True,-0.001464581586713468,-0.0014645815866934,-0.001464581586713423,4.4885969940899884e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Dongsi,72,3,origin_week,10272,168,AP1_beijing_Dongsi_K72_origin_week_10272_logistic_hist_gradient_boosting,lower,True,0.0012962903025421602,0.0012962903025221,0.0012962903025421561,4.119968255444917e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,15;16
AP1,beijing,Dongsi,72,3,origin_week,10272,168,AP1_beijing_Dongsi_K72_origin_week_10272_logistic_hist_gradient_boosting,upper,True,0.001991395790000968,0.0019913957900209,0.001991395790000964,3.903127820947816e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,16;15
AP1,beijing,Dongsi,72,3,origin_week,10776,168,AP1_beijing_Dongsi_K72_origin_week_10776_constant_logistic,lower,True,0.029328948419514583,0.0293289484194945,0.029328948419514632,4.85722573273506e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Dongsi,72,3,origin_week,10776,168,AP1_beijing_Dongsi_K72_origin_week_10776_constant_logistic,upper,True,0.03358015279026638,0.0335801527902863,0.03358015279026643,4.85722573273506e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Dongsi,72,3,origin_week,10776,168,AP1_beijing_Dongsi_K72_origin_week_10776_constant_hist_gradient_boosting,lower,True,0.016668696384791043,0.016668696384771,0.016668696384791095,5.204170427930421e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Dongsi,72,3,origin_week,10776,168,AP1_beijing_Dongsi_K72_origin_week_10776_constant_hist_gradient_boosting,upper,True,0.018652999079623218,0.0186529990796432,0.01865299907962327,5.204170427930421e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Dongsi,72,3,origin_week,10776,168,AP1_beijing_Dongsi_K72_origin_week_10776_logistic_hist_gradient_boosting,lower,True,-0.01691145640547534,-0.0169114564054953,-0.016911456405475336,3.469446951953614e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Dongsi,72,3,origin_week,10776,168,AP1_beijing_Dongsi_K72_origin_week_10776_logistic_hist_gradient_boosting,upper,True,-0.010675949339891366,-0.0106759493398713,-0.010675949339891362,3.469446951953614e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Dongsi,72,3,origin_week,11448,168,AP1_beijing_Dongsi_K72_origin_week_11448_constant_logistic,lower,True,-0.0098229620786028,-0.0098229620786228,-0.009822962078602749,5.204170427930421e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,21;14
AP1,beijing,Dongsi,72,3,origin_week,11448,168,AP1_beijing_Dongsi_K72_origin_week_11448_constant_logistic,upper,True,-0.004352769059050308,-0.0043527690590303,-0.004352769059050257,5.117434254131581e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,14;21
AP1,beijing,Dongsi,72,3,origin_week,11448,168,AP1_beijing_Dongsi_K72_origin_week_11448_constant_hist_gradient_boosting,lower,True,-0.008208092987192016,-0.008208092987212,-0.008208092987191962,5.377642775528102e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,21;14
AP1,beijing,Dongsi,72,3,origin_week,11448,168,AP1_beijing_Dongsi_K72_origin_week_11448_constant_hist_gradient_boosting,upper,True,-0.0081949375279332,-0.0081949375279132,-0.008194937527933146,5.377642775528102e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,14;21
AP1,beijing,Dongsi,72,3,origin_week,11448,168,AP1_beijing_Dongsi_K72_origin_week_11448_logistic_hist_gradient_boosting,lower,True,-0.0038421684688828917,-0.0038421684689028,-0.003842168468882889,2.6020852139652106e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,14;16
AP1,beijing,Dongsi,72,3,origin_week,11448,168,AP1_beijing_Dongsi_K72_origin_week_11448_logistic_hist_gradient_boosting,upper,True,0.001614869091410784,0.0016148690914307,0.0016148690914107866,2.6020852139652106e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,16;14
AP1,beijing,Guanyuan,24,3,annual,8760,8737,AP1_beijing_Guanyuan_K24_annual_8760_constant_logistic,lower,True,0.06852176217294656,0.0685217621729265,0.06852176217294657,1.3877787807814457e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,1394;1390
AP1,beijing,Guanyuan,24,3,annual,8760,8737,AP1_beijing_Guanyuan_K24_annual_8760_constant_logistic,upper,True,0.07971103862280512,0.0797110386228251,0.07971103862280512,0.0,REALIZABLE_LP_OPTIMUM_NUMERIC,828;829
AP1,beijing,Guanyuan,24,3,annual,8760,8737,AP1_beijing_Guanyuan_K24_annual_8760_constant_hist_gradient_boosting,lower,False,0.07047264754357414,0.0704726475435541,0.07063573888162737,0.0001630913380532284,OBJECTIVE_GAP_NUMERIC,830;829
AP1,beijing,Guanyuan,24,3,annual,8760,8737,AP1_beijing_Guanyuan_K24_annual_8760_constant_hist_gradient_boosting,upper,False,0.07947056179655092,0.0794705617965709,0.0793920222125377,7.853958401321526e-05,OBJECTIVE_GAP_NUMERIC,828;830
AP1,beijing,Guanyuan,24,3,annual,8760,8737,AP1_beijing_Guanyuan_K24_annual_8760_logistic_hist_gradient_boosting,lower,True,-0.001764035026174257,-0.0017640350261942,-0.0017640350261742574,4.336808689942018e-19,REALIZABLE_LP_OPTIMUM_NUMERIC,837;829
AP1,beijing,Guanyuan,24,3,annual,8760,8737,AP1_beijing_Guanyuan_K24_annual_8760_logistic_hist_gradient_boosting,upper,True,0.003603334673813199,0.0036033346738331,0.0036033346738131985,4.336808689942018e-19,REALIZABLE_LP_OPTIMUM_NUMERIC,828;837
AP1,beijing,Guanyuan,24,3,origin_week,9432,168,AP1_beijing_Guanyuan_K24_origin_week_9432_constant_logistic,lower,True,0.071083313049635,0.071083313049615,0.071083313049635,0.0,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Guanyuan,24,3,origin_week,9432,168,AP1_beijing_Guanyuan_K24_origin_week_9432_constant_logistic,upper,True,0.09981369110126534,0.0998136911012853,0.09981369110126534,0.0,REALIZABLE_LP_OPTIMUM_NUMERIC,156;157
AP1,beijing,Guanyuan,24,3,origin_week,9432,168,AP1_beijing_Guanyuan_K24_origin_week_9432_constant_hist_gradient_boosting,lower,True,0.04888068123161709,0.048880681231597,0.048880681231617096,6.938893903907228e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,158;157
AP1,beijing,Guanyuan,24,3,origin_week,9432,168,AP1_beijing_Guanyuan_K24_origin_week_9432_constant_hist_gradient_boosting,upper,True,0.07621499759637278,0.0762149975963927,0.07621499759637279,1.3877787807814457e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,156;158
AP1,beijing,Guanyuan,24,3,origin_week,9432,168,AP1_beijing_Guanyuan_K24_origin_week_9432_logistic_hist_gradient_boosting,lower,True,-0.023598693504892552,-0.0235986935049125,-0.02359869350489255,3.469446951953614e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,165;157
AP1,beijing,Guanyuan,24,3,origin_week,9432,168,AP1_beijing_Guanyuan_K24_origin_week_9432_logistic_hist_gradient_boosting,upper,True,-0.02163219301795663,-0.0216321930179366,-0.021632193017956627,3.469446951953614e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,156;165
AP1,beijing,Guanyuan,24,3,origin_week,9600,168,AP1_beijing_Guanyuan_K24_origin_week_9600_constant_logistic,lower,True,0.01768464920191041,0.0176846492018904,0.01768464920191042,1.0408340855860843e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Guanyuan,24,3,origin_week,9600,168,AP1_beijing_Guanyuan_K24_origin_week_9600_constant_logistic,upper,True,0.046869475194876616,0.0468694751948965,0.04686947519487662,6.938893903907228e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Guanyuan,24,3,origin_week,9600,168,AP1_beijing_Guanyuan_K24_origin_week_9600_constant_hist_gradient_boosting,lower,True,0.052252917560410006,0.05225291756039,0.05225291756041002,1.3877787807814457e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Guanyuan,24,3,origin_week,9600,168,AP1_beijing_Guanyuan_K24_origin_week_9600_constant_hist_gradient_boosting,upper,True,0.08320670049101145,0.0832067004910314,0.08320670049101145,0.0,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Guanyuan,24,3,origin_week,9600,168,AP1_beijing_Guanyuan_K24_origin_week_9600_logistic_hist_gradient_boosting,lower,True,0.0345682683584996,0.0345682683584796,0.034568268358499604,6.938893903907228e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,0;5
AP1,beijing,Guanyuan,24,3,origin_week,9600,168,AP1_beijing_Guanyuan_K24_origin_week_9600_logistic_hist_gradient_boosting,upper,True,0.03633722529613482,0.0363372252961548,0.03633722529613482,0.0,REALIZABLE_LP_OPTIMUM_NUMERIC,5;0
AP1,beijing,Guanyuan,24,3,origin_week,10104,168,AP1_beijing_Guanyuan_K24_origin_week_10104_constant_logistic,lower,True,0.06915801761252938,0.0691580176125093,0.06915801761252936,1.3877787807814457e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,50;46
AP1,beijing,Guanyuan,24,3,origin_week,10104,168,AP1_beijing_Guanyuan_K24_origin_week_10104_constant_logistic,upper,True,0.06982014612666039,0.0698201461266803,0.06982014612666039,0.0,REALIZABLE_LP_OPTIMUM_NUMERIC,46;50
AP1,beijing,Guanyuan,24,3,origin_week,10104,168,AP1_beijing_Guanyuan_K24_origin_week_10104_constant_hist_gradient_boosting,lower,True,0.05795230348514728,0.0579523034851272,0.05795230348514727,6.938893903907228e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,52;46
AP1,beijing,Guanyuan,24,3,origin_week,10104,168,AP1_beijing_Guanyuan_K24_origin_week_10104_constant_hist_gradient_boosting,upper,True,0.06866379006147548,0.0686637900614954,0.06866379006147548,0.0,REALIZABLE_LP_OPTIMUM_NUMERIC,46;52
AP1,beijing,Guanyuan,24,3,origin_week,10104,168,AP1_beijing_Guanyuan_K24_origin_week_10104_logistic_hist_gradient_boosting,lower,True,-0.011205714127382091,-0.011205714127402,-0.01120571412738209,1.734723475976807e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,47;46
AP1,beijing,Guanyuan,24,3,origin_week,10104,168,AP1_beijing_Guanyuan_K24_origin_week_10104_logistic_hist_gradient_boosting,upper,True,-0.0011563560651849064,-0.0011563560651649,-0.0011563560651849064,0.0,REALIZABLE_LP_OPTIMUM_NUMERIC,46;47
AP1,beijing,Guanyuan,24,3,origin_week,10272,168,AP1_beijing_Guanyuan_K24_origin_week_10272_constant_logistic,lower,True,0.020915416334328342,0.0209154163343083,0.02091541633432835,6.938893903907228e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,24;18
AP1,beijing,Guanyuan,24,3,origin_week,10272,168,AP1_beijing_Guanyuan_K24_origin_week_10272_constant_logistic,upper,True,0.047483062102951626,0.0474830621029716,0.04748306210295163,6.938893903907228e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,18;24
AP1,beijing,Guanyuan,24,3,origin_week,10272,168,AP1_beijing_Guanyuan_K24_origin_week_10272_constant_hist_gradient_boosting,lower,True,0.013753409598029722,0.0137534095980097,0.013753409598029724,1.734723475976807e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,23;18
AP1,beijing,Guanyuan,24,3,origin_week,10272,168,AP1_beijing_Guanyuan_K24_origin_week_10272_constant_hist_gradient_boosting,upper,True,0.02271206593111211,0.0227120659311321,0.022712065931112125,1.3877787807814457e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,18;23
AP1,beijing,Guanyuan,24,3,origin_week,10272,168,AP1_beijing_Guanyuan_K24_origin_week_10272_logistic_hist_gradient_boosting,lower,True,-0.027438926000264985,-0.0274389260002849,-0.027438926000264985,0.0,REALIZABLE_LP_OPTIMUM_NUMERIC,20;18
AP1,beijing,Guanyuan,24,3,origin_week,10272,168,AP1_beijing_Guanyuan_K24_origin_week_10272_logistic_hist_gradient_boosting,upper,True,-0.004494076907873146,-0.0044940769078531,-0.004494076907873149,2.6020852139652106e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,18;20
AP1,beijing,Guanyuan,24,3,origin_week,11784,168,AP1_beijing_Guanyuan_K24_origin_week_11784_constant_logistic,lower,True,0.03801899650273251,0.0380189965027124,0.038018996502732515,6.938893903907228e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Guanyuan,24,3,origin_week,11784,168,AP1_beijing_Guanyuan_K24_origin_week_11784_constant_logistic,upper,True,0.12497948549024326,0.1249794854902632,0.12497948549024328,1.3877787807814457e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,140;136
AP1,beijing,Guanyuan,24,3,origin_week,11784,168,AP1_beijing_Guanyuan_K24_origin_week_11784_constant_hist_gradient_boosting,lower,True,0.09152192323894476,0.0915219232389247,0.09152192323894476,0.0,REALIZABLE_LP_OPTIMUM_NUMERIC,115;122
AP1,beijing,Guanyuan,24,3,origin_week,11784,168,AP1_beijing_Guanyuan_K24_origin_week_11784_constant_hist_gradient_boosting,upper,True,0.12046798844742364,0.1204679884474436,0.12046798844742361,2.7755575615628914e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,122;123
AP1,beijing,Guanyuan,24,3,origin_week,11784,168,AP1_beijing_Guanyuan_K24_origin_week_11784_logistic_hist_gradient_boosting,lower,True,-0.004511497042819657,-0.0045114970428396,-0.004511497042819658,8.673617379884035e-19,REALIZABLE_LP_OPTIMUM_NUMERIC,141;136
AP1,beijing,Guanyuan,24,3,origin_week,11784,168,AP1_beijing_Guanyuan_K24_origin_week_11784_logistic_hist_gradient_boosting,upper,True,0.054310134632965426,0.0543101346329854,0.054310134632965426,0.0,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP1,beijing,Guanyuan,24,3,origin_week,12120,168,AP1_beijing_Guanyuan_K24_origin_week_12120_constant_logistic,lower,True,-0.009634459795398823,-0.0096344597954188,-0.009634459795398816,6.938893903907228e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
